,Class
112347,0
14096,0
264532,0
233786,0
40561,0
69992,0
213458,0
209748,0
209938,0
148078,0
158333,0
8051,0
130995,0
22056,0
198968,0
5180,0
128318,0
169785,0
220403,0
157902,0
160310,0
242699,0
123841,0
275584,0
137535,0
277680,0
103094,0
271977,0
170118,0
150722,0
185457,0
83761,0
123979,0
22587,0
259180,0
277380,0
9508,0
239450,0
193473,0
271455,0
114495,0
130424,0
212935,0
278272,0
155043,0
262220,0
69495,0
204465,0
151799,0
34472,0
109607,0
239591,0
184742,0
174946,0
85649,0
237953,0
212308,0
192431,0
30942,0
150981,0
54053,0
210466,0
143107,0
176945,0
42443,0
140136,0
244186,0
103795,0
130573,0
187168,0
247788,0
164864,0
240378,0
111987,0
210990,0
97524,0
98359,0
47890,0
170312,0
122213,0
77441,0
114995,0
281230,0
275141,0
113412,0
166293,0
226016,0
196635,0
265887,0
154986,0
281271,0
215030,0
82378,0
85355,0
50006,0
201051,0
12079,0
62366,0
205337,0
12603,0
173959,0
40357,0
165950,0
203173,0
252931,0
201128,0
61569,0
48244,0
225430,0
236051,0
225274,0
219274,0
214540,0
261764,0
11047,0
254438,0
151480,0
229382,0
99681,0
249672,0
96208,0
140131,0
70298,0
147973,0
125058,0
9731,0
204364,0
174836,0
47710,0
112402,0
133226,0
82903,0
184467,0
4773,0
242336,0
242799,0
142501,0
219340,0
2791,0
20849,0
156993,0
276146,0
70348,0
135122,0
55692,0
161283,0
284757,0
134370,0
175692,0
9151,0
268534,0
15283,0
40271,0
64643,0
172940,0
110490,0
195274,0
229562,0
229281,0
157408,0
113808,0
35160,0
172722,0
275674,0
104999,0
203411,0
141235,0
220398,0
275711,0
10841,0
272574,0
211403,0
275188,0
232672,0
257585,0
170219,0
171021,0
42404,0
158581,0
199744,0
51264,0
266645,0
34438,0
212550,0
220852,0
132009,0
219234,0
140603,0
131563,0
73087,0
36422,0
232989,0
279153,0
141394,0
69571,0
90863,0
16906,0
99555,0
19697,0
146456,0
122642,0
177463,0
150770,0
77098,0
14231,0
63250,0
246163,0
209798,0
250704,0
236289,0
196496,0
275281,0
46142,0
35677,0
125319,0
9291,0
122570,0
57426,0
67771,0
13788,0
215289,0
79161,0
140479,0
39514,0
164479,0
14256,0
135262,0
279938,0
3518,0
100448,0
19532,0
91516,0
106635,0
42832,0
26893,0
233303,0
155723,0
258356,0
110921,0
179846,0
252078,0
271708,0
175971,0
58253,0
24146,0
54209,0
12614,0
158137,0
242186,0
281997,0
10016,0
72206,0
85663,0
247178,0
162018,0
77616,0
2340,0
386,0
167772,0
256368,0
107022,0
67331,0
42401,0
91173,0
245867,0
46177,0
234384,0
195180,0
84158,0
17765,0
75880,0
278072,0
56226,0
264443,0
106949,0
41990,0
59203,0
127064,0
230590,0
177024,0
253246,0
47272,0
275870,0
99376,0
197976,0
255419,0
170895,0
88743,0
42085,0
176138,0
255029,0
112200,0
199108,0
93515,0
272381,0
220497,0
45781,0
172231,0
205000,0
170249,0
260093,0
194889,0
219060,0
115518,0
192323,0
74430,0
95152,0
52388,0
34580,0
164759,0
74463,0
117701,0
255228,0
227928,0
31537,0
202809,0
4597,0
276926,0
284032,0
207859,0
117378,0
73378,0
27810,0
72334,0
86892,0
154142,0
190252,0
233894,0
139001,0
100985,0
89208,0
57150,0
141604,0
259659,0
35901,0
264737,0
134451,0
74509,0
92754,0
235991,0
251371,0
243265,0
228824,0
36007,0
199136,0
154349,0
4022,0
158048,0
28335,0
210125,0
90048,0
3886,0
111896,0
128912,0
45579,0
247014,0
214775,1
95199,0
94005,0
19840,0
115389,0
241902,0
38606,0
31864,0
25889,0
73036,0
23242,0
274241,0
16561,0
115726,0
14930,0
260118,0
212077,0
244121,0
214105,0
256401,0
276225,0
112219,0
138269,0
146427,0
57933,0
238905,0
111547,0
168699,0
65576,0
210858,0
56280,0
192854,0
230029,0
28740,0
127026,0
167344,0
242293,0
117542,0
831,0
126885,0
271796,0
61896,0
276733,0
36371,0
81516,0
65877,0
259641,0
263704,0
243600,0
234820,0
100928,0
105601,0
52361,0
143980,0
264569,0
80118,0
28702,0
276086,0
95043,0
173067,0
135229,0
159021,0
281429,0
34761,0
91505,0
58298,0
32339,0
189258,0
141682,0
171884,0
133873,0
34085,0
239211,0
236768,0
49024,0
196368,0
225025,0
67029,0
47446,0
109464,0
163139,0
64620,0
60497,0
281873,0
282781,0
202690,0
281890,0
23007,0
171104,0
214895,0
26936,0
141414,0
250576,0
236242,0
243263,0
282979,0
193743,0
219316,0
183233,0
6684,0
13511,0
123722,0
233933,0
37526,0
65275,0
202744,0
61142,0
62493,0
183306,0
236788,0
22733,0
35798,0
10351,0
253257,0
69379,0
107872,0
91824,0
272635,0
43171,0
137866,0
220219,0
42859,0
43445,0
97728,0
243419,0
222773,0
49821,0
169272,0
54590,0
165711,0
263747,0
9360,0
116650,0
152574,0
235488,0
108904,0
179259,0
141164,0
186135,0
84237,0
66639,0
192526,0
187503,0
42390,0
209089,0
263912,0
85123,0
25611,0
263127,0
117400,0
132849,0
5735,0
12645,0
256347,0
1626,0
214817,0
109171,0
8747,0
151256,0
238373,0
151048,0
242515,0
20052,0
46949,0
110684,0
119993,0
46745,0
152575,0
147787,0
238163,0
73446,0
182333,0
219637,0
282340,0
25890,0
47225,0
72854,0
203728,0
268687,0
140189,0
73768,0
278836,0
243580,0
1704,0
69099,0
229964,0
262194,0
56511,0
165878,0
159556,0
212638,0
138931,0
102482,0
176252,0
4018,0
225278,0
60621,0
272611,0
258255,0
235013,0
271399,0
45726,0
28757,0
34840,0
267732,0
110,0
106476,0
16185,0
229985,0
267975,0
151044,0
29279,0
172968,0
63687,0
113230,0
185788,0
62730,0
85806,0
13587,0
57667,0
131375,0
201100,0
82694,0
42190,0
56362,0
82522,0
104498,0
149837,0
47552,0
248551,0
174662,0
197084,0
57526,0
33838,0
194592,0
43243,0
98507,0
276343,0
125020,0
79100,0
52983,0
186718,0
138643,0
16604,0
281290,0
2705,0
21836,0
179782,0
37284,0
284599,0
134294,0
225397,0
52678,0
148231,0
269031,0
281815,0
62828,0
13547,0
154153,0
83931,0
139296,0
143580,0
258342,0
257275,0
154444,0
159657,0
179230,0
283070,0
36099,0
216397,0
116914,0
279252,0
202969,0
127459,0
124727,0
134796,0
231317,0
67204,0
243078,0
247294,0
77284,0
54188,0
211862,0
158382,0
150627,0
2111,0
136309,0
117923,0
82649,0
221884,0
269486,0
249757,0
41166,0
265236,0
208810,0
45183,0
158976,0
31151,0
34246,0
110902,0
201054,0
44719,0
278130,0
125142,0
23509,0
64716,0
170328,0
107863,0
148285,0
255226,0
246942,0
76433,0
76135,0
177953,0
130459,0
248259,0
269786,0
188010,0
113004,0
116269,0
83004,0
62970,0
38188,0
221147,0
238021,0
243837,0
120951,0
36595,0
22819,0
77043,0
59579,0
69173,0
179109,0
164181,0
269001,0
194811,0
224295,0
171759,0
214582,0
219908,0
67492,0
101179,0
18475,0
221496,0
110334,0
249087,0
65128,0
276796,0
101515,0
151106,0
229857,0
284710,0
88753,0
166206,0
240103,0
44270,1
32786,0
169677,0
96543,0
57182,0
143685,0
167774,0
104964,0
66842,0
53561,0
162745,0
114648,0
195227,0
7823,0
274483,0
181706,0
241736,0
154427,0
191455,0
49797,0
19024,0
8524,0
149608,0
17858,0
111696,0
266241,0
240502,0
256121,0
121056,0
143777,0
200425,0
207007,0
187596,0
3954,0
200083,0
272943,0
161020,0
141038,0
130934,0
266594,0
80245,0
1277,0
83196,0
187496,0
64484,0
197800,0
147849,0
176260,0
232340,0
112685,0
12028,0
256377,0
6849,0
74286,0
218099,0
147491,0
252700,0
138767,0
161331,0
73548,0
72093,0
197016,0
144141,0
18144,0
199607,0
100568,0
24784,0
87439,0
271975,0
24356,0
169334,0
70046,0
174569,0
105213,0
198826,0
145195,0
178170,0
248101,0
3630,0
158282,0
270770,0
105914,0
186563,0
204123,0
272785,0
42490,0
217183,0
124596,0
135005,0
76282,0
259025,0
29612,0
249532,0
127853,0
234064,0
49473,0
205655,0
55338,0
16080,0
263534,0
209412,0
121934,0
134593,0
231882,0
103262,0
115909,0
6165,0
159102,0
106800,0
258397,0
230576,0
180596,0
80326,0
248655,0
99116,0
109926,0
215492,0
131281,0
13225,0
107579,0
221003,0
158608,0
252143,0
155499,0
16507,0
94788,0
160824,0
111812,0
278151,0
151420,0
208643,0
157870,0
241738,0
29313,0
179099,0
85805,0
169275,0
91415,0
193160,0
14911,0
67509,0
82231,0
183537,0
32019,0
197281,0
135140,0
240278,0
92474,0
170741,0
136594,0
258858,0
82374,0
68534,0
189727,0
237878,0
73449,0
215133,0
174349,0
84386,0
76366,0
65187,0
92306,0
60727,0
216435,0
264471,0
55365,0
264932,0
154994,0
231874,0
172453,0
186163,0
139575,0
95682,0
26226,0
101828,0
218273,0
240361,0
124210,0
178849,0
95179,0
245438,0
45414,0
201226,0
57048,0
99460,0
108017,0
84592,0
32990,0
188228,0
71675,0
207149,0
163563,0
113466,0
282059,0
12112,0
116807,0
120433,0
112418,0
23395,0
151376,0
175159,0
237237,0
154802,0
75555,0
225873,0
117521,0
120422,0
241375,0
32608,0
242851,0
273463,0
169323,0
263204,0
195981,0
64892,0
64106,0
112049,0
210707,0
280059,0
102727,0
133548,0
47289,0
81939,0
212944,0
113549,0
12751,0
222418,0
232789,0
53881,0
56009,0
251526,0
161529,0
55809,0
141375,0
132808,0
52162,0
13623,0
149478,0
100910,0
96029,0
157109,0
14831,0
189541,0
53079,0
258647,0
221012,0
63089,0
169129,0
15827,0
163404,0
204976,0
32991,0
97652,0
79678,0
59280,0
129803,0
230843,0
103650,0
283359,0
161311,0
268621,0
248934,0
61143,0
118828,0
214130,0
214658,0
128100,0
4049,0
200489,0
267031,0
258068,0
283873,0
213000,0
131350,0
89457,0
261314,0
235807,0
116551,0
37648,0
28758,0
1230,0
195284,0
70830,0
282404,0
253738,0
230485,0
28044,0
230052,0
63693,0
221234,0
263423,0
238608,0
262146,0
220763,0
80103,0
155542,0
190869,0
65987,0
149320,0
65352,0
72263,0
261105,0
195860,0
91823,0
24057,0
165427,0
18928,0
72446,0
204980,0
137908,0
34983,0
27002,0
99654,0
94076,0
170405,0
25478,0
204049,0
43364,0
152332,0
92305,0
54678,0
271233,0
91963,0
179452,0
119867,0
142596,0
59071,0
222260,0
38161,0
258207,0
253899,0
231101,0
237155,0
159455,0
195661,0
93628,0
94025,0
134453,0
954,0
277199,0
256283,0
156792,0
142188,0
33400,0
68612,0
253744,0
89395,0
87323,0
26586,0
56271,0
44888,0
8690,0
57935,0
124512,0
220404,0
89234,0
202118,0
179868,0
106811,0
49673,0
39688,0
193184,0
238384,0
273107,0
52660,0
117191,0
239741,0
106636,0
43072,0
191829,0
144616,0
133857,0
157425,0
282154,0
73398,0
169046,0
27783,0
206561,0
230600,0
201511,0
114542,0
120377,0
101574,0
182454,0
61425,0
281280,0
116919,0
57162,0
220508,0
125937,0
83484,0
144125,0
11474,0
7392,0
125088,0
186862,0
135281,0
125572,0
59976,0
3634,0
185118,0
214552,0
118517,0
141909,0
174976,0
101318,0
230878,0
36211,0
15544,0
14064,0
58406,0
56200,0
131376,0
115895,0
153433,0
227094,0
234479,0
148663,0
13851,0
168049,0
185903,0
58586,0
63337,0
211374,0
234612,0
19809,0
179139,0
65609,0
138930,0
249360,0
124327,0
181503,0
102442,1
186730,0
199365,0
68397,0
81542,0
252282,0
104556,0
176390,0
166822,0
178412,0
276104,0
140569,0
254007,0
87596,0
80464,0
139178,0
179190,0
212179,0
255711,0
83073,0
37366,0
145888,0
222314,0
132928,0
283373,0
127089,0
56910,0
201514,0
207461,0
152082,0
7287,0
216414,0
199036,0
185295,0
126959,0
101155,0
135760,0
66409,0
50024,0
275586,0
132206,0
214151,0
6313,0
260838,0
241698,0
18998,0
62239,0
103869,0
28032,0
207675,0
53049,0
139542,0
240945,0
227826,0
180114,0
113598,0
142170,0
63098,0
136196,0
110510,0
245462,0
204272,0
65039,0
98717,0
234485,0
264856,0
75125,0
68599,0
132825,0
228993,0
97234,0
99990,0
140907,0
223468,0
216702,0
268539,0
74626,0
172582,0
76210,0
146095,0
179210,0
32297,0
101537,0
190750,0
273595,0
167368,0
211705,0
86828,0
281606,0
147237,0
215316,0
222467,0
271490,0
186109,0
119,0
124708,0
33086,0
109270,0
230400,0
50142,0
185825,0
48596,0
16125,0
235091,0
246610,0
13870,0
267558,0
180776,0
153157,0
61810,0
231355,0
144551,0
206999,0
70708,0
239300,0
173200,0
81985,0
178895,0
251808,0
263020,0
270401,0
130265,0
270042,0
88772,0
91606,0
179590,0
136402,0
216190,0
7417,0
60550,0
242038,0
45450,0
159378,0
28754,0
178820,0
235490,0
161437,0
176708,0
238635,0
28785,0
268650,0
22186,0
29922,0
164327,0
4210,0
279496,0
10221,0
118684,0
168282,0
272234,0
7832,0
224302,0
283086,0
25706,0
201451,0
152422,0
237503,0
122995,0
14575,0
269032,0
123207,0
138873,0
202417,0
60373,0
224945,0
77403,0
111809,0
56541,0
38632,0
46619,0
97174,0
231448,0
51320,0
245839,0
162734,0
141218,0
58943,0
44902,0
16505,0
229730,1
98291,0
255985,0
98844,0
131233,0
142792,0
153729,0
31900,0
99330,0
189317,0
278864,0
237,0
60858,0
135175,0
19393,0
137907,0
18124,0
44070,0
41432,0
265438,0
85391,0
107481,0
266173,0
20203,0
251930,0
214884,0
51723,0
222107,0
67686,0
79690,0
250188,0
155399,0
240863,0
23053,0
256909,0
16989,0
171749,0
69777,0
42205,0
158132,0
181947,0
104450,0
105181,0
88287,0
151213,0
58502,0
235375,0
154082,0
37920,0
212970,0
146629,0
20415,0
5403,0
114971,0
102732,0
56971,0
243702,0
162088,0
1334,0
193851,0
212007,0
27645,0
153486,0
57710,0
225179,0
134044,0
20763,0
22964,0
232951,0
170086,0
266536,0
248113,0
255903,0
281987,0
245335,0
122107,0
268942,0
127551,0
82276,0
251512,0
198340,0
235413,0
58563,0
103967,0
254027,0
149916,0
44145,0
275656,0
276909,0
225287,0
227046,0
7508,0
267127,0
216693,0
150972,0
258615,0
101307,0
256087,0
7263,0
187090,0
70881,0
269348,0
187828,0
191603,0
207238,0
134565,0
222263,0
65221,0
183286,0
202129,0
3537,0
187725,0
198605,0
54869,0
174840,0
231815,0
162910,0
54763,0
193254,0
66623,0
41785,0
86119,0
57449,0
41003,0
167083,0
110320,0
105074,0
174005,0
198115,0
13281,0
129164,0
132364,0
244188,0
82531,0
98722,0
214356,0
113365,0
202788,0
128636,0
238427,0
134519,0
235840,0
23809,0
30685,0
241520,0
63202,0
85706,0
218814,0
3481,0
269809,0
98448,0
62528,0
163745,0
265351,0
203560,0
279669,0
63950,0
167187,0
103847,0
188682,0
49445,0
63952,0
56710,0
97875,0
238637,0
266734,0
97684,0
27388,0
219875,0
166921,0
254025,0
100086,0
254009,0
262439,0
196800,0
190281,0
169628,0
157090,0
141506,0
139846,0
60232,0
192924,0
86578,0
157114,0
7077,0
246548,0
253136,0
109071,0
192225,0
41040,0
75881,0
17496,0
148838,0
105476,0
37084,0
60058,0
354,0
108925,0
15821,0
194372,0
278249,0
198197,0
97921,0
178426,0
10746,0
52258,0
144212,0
233671,0
33745,0
57776,0
95954,0
31179,0
98536,0
209979,0
148018,0
64372,0
174747,0
262883,0
278394,0
135696,0
138636,0
110292,0
60702,0
200493,0
278329,0
248761,0
30877,0
62460,0
138202,0
195660,0
278934,0
274478,0
54179,0
168597,0
5308,0
261598,0
89055,0
80362,0
252650,0
279987,0
33006,0
103898,0
120894,0
276690,0
76200,0
205077,0
71147,0
271682,0
69808,0
102952,0
31978,0
194331,0
266282,0
141600,0
168621,0
200030,0
281187,0
32540,0
54757,0
231655,0
6905,0
251935,0
197755,0
54267,0
12570,0
155920,0
121475,0
103923,0
24678,0
152765,0
141326,0
2818,0
174865,0
131201,0
268422,0
105047,0
178313,0
233160,0
260948,0
279319,0
264945,0
74452,0
221766,0
272164,0
150224,0
42906,0
64468,0
270777,0
58403,0
242768,0
126612,0
176834,0
166229,0
249086,0
131475,0
215518,0
95226,0
109483,0
268705,0
178320,0
69338,0
155291,0
128859,0
64280,0
163132,0
204407,0
91774,0
202342,0
213992,0
191392,0
266476,0
2336,0
67783,0
119543,0
273853,0
76538,0
272019,0
227515,0
203084,0
6698,0
184565,0
255861,0
228529,0
105360,0
21375,0
151672,0
75200,0
28047,0
210749,0
157080,0
273251,0
65508,0
57432,0
151681,0
9923,0
13398,0
56486,0
39161,0
171795,0
163169,0
209403,0
95181,0
29042,0
101446,0
222757,0
102483,0
57142,0
263273,0
215760,0
190189,0
174596,0
49531,0
28119,0
283009,0
256692,0
136254,0
140917,0
91261,0
247512,0
273854,0
230200,0
102667,0
17120,0
158267,0
54120,0
256946,0
258368,0
84145,0
22341,0
273378,0
148308,0
160881,0
257528,0
129166,0
58890,0
238937,0
51430,0
163089,0
222256,0
172034,0
252952,0
275005,0
194861,0
275048,0
188037,0
209379,0
4052,0
256526,0
272496,0
135225,0
94609,0
150828,0
185725,0
168419,0
256011,0
198581,0
189038,0
272342,0
36697,0
271444,0
175202,0
237149,0
19382,0
259947,0
259060,0
159405,0
234613,0
160291,0
277919,0
163746,0
14175,0
37538,0
11310,0
257650,0
255798,0
260065,0
227794,0
195248,0
204523,0
113105,0
176245,0
217916,0
67972,0
265710,0
252071,0
28203,0
177573,0
148325,0
111057,0
80602,0
63905,0
219903,0
272473,0
40570,0
7635,0
122637,0
119856,0
261732,0
278301,0
17272,0
164194,0
83616,0
32986,0
2873,0
15463,0
62775,0
108311,0
264898,0
24407,0
16593,0
209029,0
75430,0
271529,0
26330,0
117697,0
229875,0
125741,0
93946,0
185097,0
249826,0
88939,0
76826,0
213610,0
267938,0
11031,0
192677,0
180266,0
3688,0
13173,0
1069,0
200563,0
159232,0
123827,0
88193,0
105855,0
72557,0
174467,0
147037,0
109621,0
20065,0
241414,0
35767,0
153748,0
81640,0
240990,0
149222,0
215740,0
251651,0
148928,0
78296,0
81631,0
210510,0
203143,0
132060,0
265325,0
69116,0
256870,0
278541,0
184040,0
190980,0
210732,0
86374,0
203720,0
169444,0
162997,0
171603,0
231781,0
45758,0
89619,0
90867,0
190448,0
56077,0
153891,0
10302,0
40060,0
133594,0
64878,0
75729,0
173807,0
127121,0
258088,0
192213,0
257998,0
32897,0
263180,0
66716,0
51303,0
245891,0
130384,0
52144,0
175070,0
44854,0
227779,0
71000,0
163461,0
32106,0
240774,0
72596,0
612,0
63268,0
128076,0
78104,0
255800,0
10411,0
38813,0
164624,0
6832,0
235181,0
134236,0
26253,0
27233,0
19313,0
164143,0
195731,0
241467,0
150918,0
271518,0
65499,0
11170,0
147286,0
67071,0
187177,0
63372,0
46571,0
82590,0
252926,0
240541,0
15229,0
63316,0
282581,0
102001,0
10398,0
200783,0
264833,0
87881,0
195380,0
145878,0
65706,0
189036,0
228685,0
107184,0
27864,0
220542,0
258993,0
72625,0
198186,0
8262,0
71729,0
186995,0
154227,0
49824,0
200463,0
270204,0
154584,0
159382,0
227594,0
156286,0
105705,0
57301,0
51326,0
84988,0
75643,0
87305,0
64131,0
16992,0
223873,0
228152,0
179779,0
97436,0
227096,0
83423,0
235827,0
188975,0
141805,0
40790,0
168130,0
78792,0
2739,0
179634,0
277293,0
114295,0
56991,0
259465,0
5046,0
105263,0
193681,0
164497,0
42731,0
277047,0
192289,0
108281,0
198602,0
12491,0
267130,0
108635,0
280393,0
231725,0
280121,0
260256,0
244693,0
207062,0
92725,0
151749,0
105313,0
180165,0
213338,0
181847,0
21364,0
273855,0
98624,0
127168,0
219748,0
153197,0
144673,0
89135,0
186208,0
134894,0
273061,0
20330,0
73700,0
16938,0
76457,0
46183,0
120126,0
64850,0
242235,0
146165,0
146743,0
141378,0
73772,0
69889,0
85585,0
183451,0
266408,0
12966,0
270194,0
122036,0
14473,0
100695,0
2068,0
59144,0
11124,0
103260,0
37847,0
281547,0
79333,0
131251,0
99730,0
131736,0
63863,0
282662,0
247209,0
91308,0
273666,0
118765,0
220735,0
276081,0
62347,0
144897,0
56375,0
195891,0
256384,0
85403,0
154374,0
101502,0
228739,0
196305,0
207594,0
83375,0
125746,0
244478,0
165004,0
165014,0
109712,0
159910,0
10258,0
283922,0
15973,0
175213,0
199098,0
229779,0
188800,0
176997,0
30097,0
114907,0
51222,0
33528,0
24021,0
217640,0
51908,0
237757,0
136131,0
163750,0
126177,0
45035,0
90869,0
499,0
88381,0
77819,0
123415,0
74534,0
260935,0
137097,0
80425,0
240766,0
277198,0
125148,0
250303,0
79460,0
233471,0
206435,0
228275,0
79470,0
250055,0
52070,0
148562,0
162574,0
165683,0
132327,0
112328,0
275865,0
220679,0
1848,0
202823,0
244868,0
72261,0
105394,0
280883,0
75247,0
58462,0
248299,0
97321,0
236204,0
128409,0
35395,0
91422,0
39200,0
257815,0
28823,0
107372,0
124848,0
97097,0
135185,0
47516,0
21700,0
188625,0
10929,0
29413,0
29135,0
111282,0
120821,0
80208,0
205663,0
167189,0
143385,0
73943,0
13479,0
16732,0
188231,0
248856,0
146609,0
106822,0
140245,0
87065,0
207783,0
144034,0
266462,0
25514,0
283402,0
195899,0
219375,0
72543,0
72694,0
139664,0
206923,0
88947,0
199263,0
280372,0
203261,0
45125,0
254866,0
244677,0
225718,0
54549,0
193860,0
278542,0
250585,0
127705,0
94755,0
239431,0
213874,0
167795,0
206137,0
284359,0
39716,0
221667,0
175401,0
17142,0
251244,0
54258,0
150673,0
152926,0
4890,0
169139,0
207839,0
215633,0
44651,0
271446,0
100301,0
119497,0
11943,0
82535,0
40645,0
245064,0
143627,0
83285,0
195031,0
224988,0
62552,0
112311,0
6738,0
55684,0
133088,0
262629,0
276823,0
233916,0
166323,0
62134,0
107005,0
135172,0
215600,0
143796,0
15200,0
217557,0
71888,0
11201,0
18635,0
125445,0
5015,0
10493,0
64582,0
40901,0
113244,0
215272,0
167192,0
246556,0
246662,0
32580,0
21503,0
189517,0
120852,0
275243,0
112410,0
55713,0
100658,0
730,0
199776,0
223134,0
159486,0
11914,0
271370,0
71179,0
41338,0
147880,0
17000,0
108156,0
31971,0
244142,0
279047,0
149678,0
30707,0
65160,0
107401,0
3287,0
101784,0
264415,0
224036,0
128429,0
278008,0
281913,0
245413,0
156960,0
237916,0
217093,0
153145,0
148094,0
111824,0
123558,0
82207,0
266399,0
218194,0
201452,0
253364,0
176383,0
130111,0
189031,0
160796,0
215419,0
282732,0
13368,0
182805,0
52599,0
161219,0
150183,0
12792,0
224082,0
253440,0
134594,0
113273,0
7984,0
146869,0
27731,0
20194,0
33555,0
151185,0
62196,0
133312,0
255300,0
246165,0
218073,0
247288,0
127324,0
221858,0
2880,0
179915,0
37327,0
180445,0
146861,0
1318,0
194184,0
232933,0
20206,0
226244,0
35173,0
240371,0
128586,0
251349,0
222002,0
96158,0
219091,0
186407,0
281436,0
270270,0
248798,0
246192,0
7848,0
158642,0
183181,0
242693,0
232555,0
113571,0
58769,0
114959,0
215256,0
146316,0
228681,0
4039,0
247893,0
44887,0
216723,0
279994,0
82665,0
196890,0
75223,0
76214,0
95713,0
240761,0
235143,0
77862,0
102484,0
61204,0
255583,0
227482,0
522,0
60607,0
122461,0
171501,0
26134,0
193731,0
145738,0
220144,0
235404,0
26610,0
23480,0
261117,0
201556,0
224339,0
140666,0
31239,0
273174,0
38084,0
244184,0
87050,0
92752,0
21688,0
41209,0
75199,0
234438,0
266758,0
259036,0
45020,0
24669,0
140717,0
46985,0
193387,0
28174,0
103335,0
116182,0
157806,0
181928,0
114086,0
244189,0
257612,0
220072,0
93891,0
67284,0
151661,0
137838,0
236164,0
216280,0
162467,0
153219,0
73889,0
206753,0
235524,0
69955,0
16590,0
254895,0
216523,0
250574,0
165911,0
62677,0
19250,0
52578,0
218094,0
11033,0
265958,0
273116,0
239606,0
27598,0
177087,0
195184,0
20937,0
197656,0
266209,0
225787,0
142449,0
146566,0
205254,0
202932,0
65219,0
106628,0
130129,0
120326,0
22164,0
152934,0
260750,0
254330,0
111742,0
191435,0
204068,0
65844,0
23540,0
278458,0
85363,0
83129,0
194975,0
1398,0
118709,0
129439,0
175624,0
19291,0
37078,0
139036,0
26332,0
273080,0
251471,0
182265,0
151582,0
105392,0
164273,0
265894,0
237156,0
65935,0
8859,0
42555,0
284295,0
189706,0
127480,0
209422,0
69012,0
76276,0
201775,0
146611,0
280830,0
172955,0
100842,0
70606,0
123764,0
167739,0
87209,0
34233,0
112479,0
136424,0
183439,0
51741,0
204063,0
88037,0
63459,0
210008,0
267657,0
77868,0
167164,0
19200,0
63750,0
94765,0
93429,0
118280,0
126911,0
120713,0
35325,0
42315,0
192801,0
262608,0
147213,0
163634,0
218447,0
165884,0
152102,0
272575,0
215719,0
244067,0
274162,0
13903,0
17070,0
60766,0
27234,0
92069,0
196331,0
136660,0
1303,0
158924,0
112108,0
28518,0
181628,0
215729,0
248859,0
66956,0
190266,0
266406,0
84451,0
192432,0
162140,0
223295,0
126036,0
87543,0
97105,0
235598,0
109238,0
75255,0
147442,0
13871,0
224374,0
201213,0
60350,0
280550,0
92046,0
87461,0
131300,0
244980,0
131646,0
86275,0
148080,0
154884,0
45594,0
136596,0
152818,0
127848,0
246707,0
219845,0
262984,0
34196,0
262700,0
116464,0
138038,0
213164,0
82769,0
108170,0
47607,0
63597,0
194054,0
154152,0
112282,0
187897,0
132318,0
175651,0
146924,0
162339,0
28182,0
170465,0
241500,0
159441,0
183870,0
236727,0
71590,0
209183,0
235403,0
134196,0
218621,0
279429,0
26177,0
80992,0
72229,0
105393,0
133071,0
169856,0
204504,0
171868,0
243926,0
165395,0
64876,0
245174,0
16222,0
178871,0
237671,0
64787,0
82797,0
188493,0
251494,0
211998,0
61252,0
201592,0
132616,0
217221,0
151575,0
245656,0
195101,0
87001,0
266141,0
150133,0
258195,0
79016,0
35105,0
170721,0
133598,0
36732,0
44085,0
95631,0
274574,0
200242,0
224463,0
97016,0
186410,0
6965,0
52209,0
272721,0
60322,0
201985,0
9969,0
218085,0
45089,0
107082,0
29245,0
227731,0
91771,0
78314,0
259261,0
99369,0
49569,0
224862,0
169256,0
12359,0
249431,0
24239,0
98749,0
28104,0
202925,0
199110,0
246137,0
38331,0
23564,0
267560,0
113562,0
140428,0
46413,0
185061,0
35850,0
231606,0
157589,0
143558,0
264070,0
49060,0
1999,0
271957,0
74901,0
60603,0
22105,0
61462,0
138197,0
282018,0
280897,0
199675,0
23421,0
263664,0
7336,0
257865,0
37686,0
162053,0
79022,0
64704,0
183520,0
35947,0
124593,0
265619,0
194903,0
146500,0
203501,0
188855,0
275211,0
147852,0
260419,0
168334,0
114052,0
15627,0
119716,0
217247,0
272771,0
220706,0
249926,0
223534,0
126897,0
250215,0
10036,0
179366,0
123562,0
163757,0
230335,0
50900,0
227264,0
259082,0
265111,0
229580,0
105905,0
14129,0
31427,0
92331,0
273713,0
65863,0
20336,0
141393,0
186134,0
158216,0
34292,0
250839,0
213909,0
223157,0
277724,0
110752,0
280835,0
269375,0
13312,0
199576,0
190156,0
166084,0
273418,0
271067,0
134981,0
274978,0
51668,0
263806,0
186281,0
89221,0
32333,0
43425,0
135818,0
110724,0
98817,0
68095,0
263540,0
87865,0
114575,0
40215,0
197778,0
84807,0
39300,0
21807,0
26827,0
72025,0
108997,0
179268,0
150148,0
161730,0
84878,0
172505,0
224327,0
251068,0
158524,0
36976,0
83696,0
280176,0
257276,0
202994,0
224512,0
255844,0
119311,0
17818,0
87902,0
21422,0
26447,0
29970,0
91524,0
177716,0
71122,0
202912,0
34242,0
53718,0
67360,0
180254,0
108303,0
261795,0
113157,0
74782,0
70271,0
135857,0
36370,0
229428,0
204494,0
106875,0
256586,0
229710,0
197549,0
243250,0
171309,0
273310,0
236845,0
184112,0
182783,0
138998,0
51836,0
